temperature,humidity,pressure,label
27.296043903873127,50.23180959757115,1000.1755243329421,0
23.348954407612624,61.016491301904566,981.8689955651073,0
22.46113717663888,63.60227799333467,1018.4553635605395,0
23.439919085940492,60.52626161713074,1074.0081032493342,0
22.8806889597614,47.4399118267384,1066.7858800976853,0
19.327601300830228,53.81678246752212,964.8965125365057,0
25.907809110819134,44.22661283934782,963.5312748221862,0
24.488473141353676,54.45638369128068,1059.1590926615927,0
22.92261484622498,56.847239716226035,1062.9719378957154,0
22.07131584651687,58.93882323130358,1045.3089529259237,0
21.47666802180321,49.55040678737701,997.1090181554654,0
20.833478265891095,49.937570071504176,986.954909452646,0
28.05771449178621,66.25050935107856,1065.3089505010507,0
22.334435462670754,40.48571950010427,1030.1227000563943,0
25.809830517797106,69.05455487793613,1072.8816433954648,0
22.867914477734217,32.19781859333217,977.8814128168954,0
22.920416069288205,47.84892826268799,1021.0551634600672,0
35.029620454570164,48.62973088171343,954.5097157288475,1
23.196744681243754,47.97990701645183,974.5600970197996,0
25.20432139777059,45.290272267359356,1067.2383912653004,0
20.281946176845427,48.80106318445345,1009.1485893237297,0
23.76808916690391,51.92565858833958,1067.7603910238363,0
33.35379468516662,40.162653482621025,1066.020198121128,1
17.069843218934498,58.55329495856405,941.827522505231,0
20.08560903187656,27.094750108306,985.7292318156325,0
20.265095963516224,45.517707816004574,993.8440343979344,0
31.12372668716305,65.80337629678756,1016.4814286479993,1
19.601052680809794,48.94494376363013,948.3731383249262,0
17.20643937215557,55.76206644071311,955.913204988406,0
30.389665404771513,43.90700496652272,1035.2060882313717,1
24.78902996285024,46.88884463251695,937.9686862503979,0
23.7072759091098,52.18448756247731,936.7692680036458,0
35.82138724765909,50.28627239612446,989.3638789297984,1
23.35372028884975,58.56428638263839,905.579879337543,0
24.937517548858892,59.462712874252276,925.3138212627839,0
27.793409119382396,47.20324544511399,1025.6209467752371,0
27.389965533501268,48.52787964892799,960.5372495224884,0
30.97640537704859,32.28462030008811,955.3145927622105,1
18.050233654403378,41.60078525537268,943.8563771267918,0
24.602906597308547,45.672055563549876,909.9004799089835,0
29.141665943112034,30.716577517293278,1021.1314638078289,0
23.622350334976172,48.4569631116775,941.3813016129058,0
27.69357786730516,58.67603345437813,962.7698440614001,0
20.010699464486514,41.15032525236268,1072.995126735866,0
25.89124247440805,59.69641381374862,990.180459902274,0
24.062990964926467,55.00004269456067,999.1315242385817,0
26.95537161348446,44.60663258887858,951.9654588328557,0
34.27281151351039,47.16132025956681,963.9236483665716,1
27.164604517947236,53.89647275803249,1070.5888939006425,0
26.208619835558714,28.942531888069887,989.1508127073449,0
24.092589579081142,37.24488058408553,1086.291865839119,0
27.824376053385247,45.07683779803223,1018.9213620846128,0
30.633114432439,48.33841467208292,966.3161944753199,1
32.53156837197257,46.04842714166446,1023.1162597224203,1
29.069108644789473,49.53995959343962,993.5550634844011,0
31.12002642181248,49.91317878330875,985.7570891061049,1
26.10083254242327,41.888812279564135,1038.8622057367713,0
17.754032468120226,49.0150313258766,1046.3231049336819,0
22.258429233861897,53.72169822997876,1001.6509296299256,0
29.722468418135097,66.04318217332151,959.6391907302941,0
23.86384953439749,47.611873053550596,1013.6071531861513,0
26.45549776617137,55.30033404801191,1057.7985133862103,0
25.517547992840683,37.289573520205465,1052.1149415158718,0
26.269625164827595,55.61164259954191,957.4711313462296,0
19.404448035281597,49.34348912114232,964.7982357146386,0
31.183835444291724,40.37491500566332,976.7062011044565,1
23.445001381310213,36.53317458595058,958.514361097593,0
26.962673056843773,55.88633121324992,963.4104686523003,0
24.800351056044814,31.64891432934856,993.348126551399,0
28.485871730204362,60.27317365915649,981.8047310663301,0
30.428262554780254,38.47780313183128,946.3407279188446,1
31.61938722132887,72.01135035608358,1033.7470978439342,1
32.44992832888725,59.44561688126252,948.1867395832991,1
18.6944281474901,42.06732046341133,944.6846924675492,0
23.28736735194367,51.106995662092764,1033.7133214253106,0
26.951835749616833,59.15109992769345,992.1422207175096,0
23.992545530284495,58.63551998738065,983.942331812231,0
27.84547977333663,64.4495152759323,906.893517120591,0
27.474397790266735,49.71276509192069,929.1411153181008,0
29.58472748820988,45.876392296954045,1010.2925199928543,0
23.65150521630334,50.20854635106039,1018.2147304387189,0
14.838622527562418,53.83320579957612,939.867374352922,0
26.664898629420815,56.42457242201494,1030.383298638006,0
21.013823368042903,49.1510703560968,999.0172324293069,0
28.130361670492665,53.221742592697886,1028.500771840624,0
25.737185072121836,60.043155303142164,1029.8063896703177,0
15.430047989605452,51.39677766114982,974.5944089738265,0
23.389560379348506,46.34563803284273,1055.2422136515308,0
18.918627795789305,51.46012416884898,915.558756416367,0
26.225299719369822,49.83009790283414,959.3353866882908,0
24.0848018485071,36.37611008491021,1048.1411617978956,0
21.708959926190957,39.85822057568584,1020.6622067170608,0
28.205330268563667,56.02769718002947,894.7319647110058,0
31.458072595987986,47.85558412734252,961.0688098647681,1
24.293003955013834,51.376235002298735,1030.2445819862728,0
17.26349845312064,47.47001638172387,1046.457224638967,0
22.89712372871188,83.8086497748061,1029.7140450470622,0
21.036968630096478,63.135225766340966,1054.2637890702442,0
18.145067001082893,29.82333540249106,964.7421874330954,0
22.859861274281545,34.09829555506718,923.9357044720043,0
23.435832371748216,58.761011121070084,1013.7171214286199,0
30.776361621366547,52.576848435066786,993.4704286988496,1
24.39746523770991,43.875231955773266,959.2521697212248,0
22.99257726535159,50.5423878096529,980.8251638124244,0
18.5249798271175,51.21333767796999,905.6333684842588,0
23.110909475655333,66.73788419678895,951.1143899178156,0
28.033826188264218,57.94009355376637,1003.4362105265473,0
23.448294979673722,35.40322624201184,1023.7027408448253,0
22.963706592386394,45.36172310558602,1009.1151919004797,0
26.199674805606424,66.49645621594486,1006.8140031431717,0
33.588481702642746,47.918170173187434,1058.1782567567213,1
24.01743548328649,43.83110953127991,1048.1415351039316,0
25.157831561839252,58.24928655219879,996.7972897794225,0
29.985455708303082,65.83634397091487,1049.1338481365544,0
22.59639743136802,58.041034513417785,1003.5206264501156,0
21.380039927383358,51.06387129597617,1036.475897350743,0
28.685849566067517,40.22017974307533,1067.762802617655,0
21.30436684792764,49.998402698278895,997.2476760157622,0
19.498913988901784,49.959381023436435,898.9327985020554,0
26.501163230646593,66.69344165788416,974.2350248442726,0
33.93615972659322,56.129017536608906,979.206557650839,1
23.90480737322094,29.111201931047695,1024.4840697513553,0
23.13167462576598,43.81929856253748,1066.5745508646062,0
21.466455887424328,43.29928682267176,958.362858649454,0
32.03906347405875,41.840815169106286,939.4596229423353,1
21.289030319430097,53.85188803127965,986.9180897369454,0
27.945618486374556,50.35125512524759,1048.0991128599503,0
24.045080216593604,56.618245698765655,995.6400489424069,0
19.873196529263122,66.9816073943117,992.8548917819743,0
29.87597662016507,36.0290566752274,991.9306626876786,0
33.753387730487816,39.82654509732407,1051.6765097272096,1
10.56956324022525,44.67201359940071,874.1524581508259,0
24.968415167114294,60.88746983202006,987.3506627219227,0
12.915331362142782,46.03239907080694,1008.5990787946122,0
25.980505755507256,49.41243570455292,966.3504478372694,0
22.914737018937963,51.04843049055258,1003.9855995824394,0
18.255816586232612,63.84082213812016,961.8900264633072,0
24.072635096060065,42.0092749897655,971.3602386042384,0
25.589932491350776,42.01724510188698,1013.8346000744575,0
16.894679510709864,43.55352975920603,967.5748391678603,0
31.841180427149105,52.51156008712197,990.645754206802,1
25.406837743745797,43.534695146484154,999.6945853482987,0
23.18621600016614,39.47291663802756,1066.9644292206592,0
20.501646659017098,60.84898895156851,967.7011340687691,0
27.12106569049392,47.48744363457536,1042.6531747649499,0
29.64515236423138,43.96198297624467,953.9800046229807,0
27.267901622181668,59.234573854565404,1088.7085078235284,0
21.975664828999108,41.555398320411584,990.9320117465015,0
23.504680859768374,52.998003244178655,1041.0804133685956,0
27.512789544862642,68.0470351546945,1016.3855496144469,0
12.671482401060857,10.569966093237461,946.9877144641521,0
30.718151018082843,39.98699720328806,1068.4529353679143,1
20.530936516813192,32.170953100732206,1012.0234352014088,0
26.817459231235215,59.87822361046309,948.6807790726671,0
19.642505004283777,64.1694603033107,984.0859958230606,0
14.676096583776946,44.58865239237718,1006.9909317438957,0
21.25218186557563,64.03719630217157,950.436997460672,0
27.313069637371875,61.977941913225784,905.0421746666042,0
